,date,rcp_scenario,temp
0,2022-01-1,rcp45,16.45319563525186
1,2022-01-2,rcp45,16.411422282460414
2,2022-01-3,rcp45,16.39013207208176
3,2022-01-4,rcp45,16.35774165431489
4,2022-01-5,rcp45,16.283215135928174
5,2022-01-6,rcp45,16.204044897165765
6,2022-01-7,rcp45,16.1430835171942
7,2022-01-8,rcp45,16.10056798049083
8,2022-01-9,rcp45,16.062138790297972
9,2022-01-10,rcp45,16.01509441837408
10,2022-01-11,rcp45,15.964968976919584
11,2022-01-12,rcp45,15.920096304597832
12,2022-01-13,rcp45,15.875311790683746
13,2022-01-14,rcp45,15.82240620943205
14,2022-01-15,rcp45,15.77071876243213
15,2022-01-16,rcp45,15.728439454463519
16,2022-01-17,rcp45,15.686244000323324
17,2022-01-18,rcp45,15.65226338533921
18,2022-01-19,rcp45,15.635378312507102
19,2022-01-20,rcp45,15.617546419320599
20,2022-01-21,rcp45,15.597968400203401
21,2022-01-22,rcp45,15.58375984608157
22,2022-01-23,rcp45,15.56344819881802
23,2022-01-24,rcp45,15.530948231601823
24,2022-01-25,rcp45,15.490756942335867
25,2022-01-26,rcp45,15.452976631827488
26,2022-01-27,rcp45,15.461279075188365
27,2022-01-28,rcp45,15.440608113356221
28,2022-01-29,rcp45,15.390514893793636
29,2022-01-30,rcp45,15.31735070383045
30,2022-01-31,rcp45,15.284540705540394
31,2027-01-1,rcp45,15.034661998535242
32,2027-01-2,rcp45,14.934119758901568
33,2027-01-3,rcp45,14.82424573025811
34,2027-01-4,rcp45,14.773796702806823
35,2027-01-5,rcp45,14.783840148242637
36,2027-01-6,rcp45,14.86391698790246
37,2027-01-7,rcp45,14.93949516174696
38,2027-01-8,rcp45,14.962247970816007
39,2027-01-9,rcp45,14.988484001177588
40,2027-01-10,rcp45,14.993832021792668
41,2027-01-11,rcp45,14.987469761232589
42,2027-01-12,rcp45,14.947711561907202
43,2027-01-13,rcp45,14.878692728484163
44,2027-01-14,rcp45,14.83171863692324
45,2027-01-15,rcp45,14.797410911807399
46,2027-01-16,rcp45,14.751768337696637
47,2027-01-17,rcp45,14.664494146010968
48,2027-01-18,rcp45,14.594433718478646
49,2027-01-19,rcp45,14.53813151528907
50,2027-01-20,rcp45,14.499863413708034
51,2027-01-21,rcp45,14.49504691338811
52,2027-01-22,rcp45,14.484176057890341
53,2027-01-23,rcp45,14.448368138908267
54,2027-01-24,rcp45,14.366864630094652
55,2027-01-25,rcp45,14.276651771444426
56,2027-01-26,rcp45,14.210337183671086
57,2027-01-27,rcp45,14.16208081973488
58,2027-01-28,rcp45,14.06358483083817
59,2027-01-29,rcp45,13.954777334848407
60,2027-01-30,rcp45,13.900577238738393
61,2027-01-31,rcp45,13.848644006375432
62,2032-01-1,rcp45,16.97109656967806
63,2032-01-2,rcp45,16.946750572456967
64,2032-01-3,rcp45,16.932109821579495
65,2032-01-4,rcp45,16.915277202798933
66,2032-01-5,rcp45,16.888579362785187
67,2032-01-6,rcp45,16.862267485658172
68,2032-01-7,rcp45,16.83930053034396
69,2032-01-8,rcp45,16.802270368369722
70,2032-01-9,rcp45,16.753727278985636
71,2032-01-10,rcp45,16.70095167628959
72,2032-01-11,rcp45,16.643095277379647
73,2032-01-12,rcp45,16.56927756506332
74,2032-01-13,rcp45,16.475718829202442
75,2032-01-14,rcp45,16.367620606280685
76,2032-01-15,rcp45,16.250075940234154
77,2032-01-16,rcp45,16.14411208578067
78,2032-01-17,rcp45,16.053400319888652
79,2032-01-18,rcp45,15.983549713618567
80,2032-01-19,rcp45,15.912205877364107
81,2032-01-20,rcp45,15.852172573894702
82,2032-01-21,rcp45,15.8210390578955
83,2032-01-22,rcp45,15.754666919569903
84,2032-01-23,rcp45,15.670856120979101
85,2032-01-24,rcp45,15.645289788319493
86,2032-01-25,rcp45,15.6603683394811
87,2032-01-26,rcp45,15.615875854548623
88,2032-01-27,rcp45,15.566101174508534
89,2032-01-28,rcp45,15.540301082956063
90,2032-01-29,rcp45,15.494060170650213
91,2032-01-30,rcp45,15.471426902077571
92,2032-01-31,rcp45,15.47607210678841
93,2037-01-1,rcp45,15.332703463700856
94,2037-01-2,rcp45,15.287030471617626
95,2037-01-3,rcp45,15.25701487769434
96,2037-01-4,rcp45,15.245739467860881
97,2037-01-5,rcp45,15.253566290747198
98,2037-01-6,rcp45,15.25616362379364
99,2037-01-7,rcp45,15.261533504714015
100,2037-01-8,rcp45,15.268068679926047
101,2037-01-9,rcp45,15.270362503757843
102,2037-01-10,rcp45,15.29439953111778
103,2037-01-11,rcp45,15.298254253177676
104,2037-01-12,rcp45,15.300950447334602
105,2037-01-13,rcp45,15.304314354121166
106,2037-01-14,rcp45,15.295328218662277
107,2037-01-15,rcp45,15.296723951264791
108,2037-01-16,rcp45,15.283790469035695
109,2037-01-17,rcp45,15.266118268228297
110,2037-01-18,rcp45,15.250962944326258
111,2037-01-19,rcp45,15.231615839348564
112,2037-01-20,rcp45,15.213182631430326
113,2037-01-21,rcp45,15.195836110053364
114,2037-01-22,rcp45,15.194188393661483
115,2037-01-23,rcp45,15.175136394782681
116,2037-01-24,rcp45,15.15230037538454
117,2037-01-25,rcp45,15.138597075395444
118,2037-01-26,rcp45,15.104318160367045
119,2037-01-27,rcp45,15.078572087487585
120,2037-01-28,rcp45,15.077684083922039
121,2037-01-29,rcp45,15.048988448827346
122,2037-01-30,rcp45,15.054859593548782
123,2037-01-31,rcp45,15.062882659569691
124,2042-01-1,rcp45,16.267209787128845
125,2042-01-2,rcp45,16.24699140848086
126,2042-01-3,rcp45,16.19391289721144
127,2042-01-4,rcp45,16.126364981085132
128,2042-01-5,rcp45,16.054165719568974
129,2042-01-6,rcp45,15.989381693408152
130,2042-01-7,rcp45,15.922557904204425
131,2042-01-8,rcp45,15.861919251826722
132,2042-01-9,rcp45,15.788676002752908
133,2042-01-10,rcp45,15.71204819117663
134,2042-01-11,rcp45,15.679472150635656
135,2042-01-12,rcp45,15.636559630683086
136,2042-01-13,rcp45,15.613498426309533
137,2042-01-14,rcp45,15.585159896255012
138,2042-01-15,rcp45,15.542468217952315
139,2042-01-16,rcp45,15.509135655394997
140,2042-01-17,rcp45,15.427893334633321
141,2042-01-18,rcp45,15.33638818846141
142,2042-01-19,rcp45,15.287613953867114
143,2042-01-20,rcp45,15.285534498040269
