,date,rcp_scenario,temp
0,2022-01-1,rcp45,16.44332040149012
1,2022-01-2,rcp45,16.401638026447582
2,2022-01-3,rcp45,16.38034018881607
3,2022-01-4,rcp45,16.34808662825873
4,2022-01-5,rcp45,16.273546780633325
5,2022-01-6,rcp45,16.194568139521245
6,2022-01-7,rcp45,16.133832062323687
7,2022-01-8,rcp45,16.091532477558587
8,2022-01-9,rcp45,16.053286341004274
9,2022-01-10,rcp45,16.00648361648811
10,2022-01-11,rcp45,15.956569773707924
11,2022-01-12,rcp45,15.911832010877959
12,2022-01-13,rcp45,15.86716397851966
13,2022-01-14,rcp45,15.81440219657411
14,2022-01-15,rcp45,15.762876809370557
15,2022-01-16,rcp45,15.720676478722776
16,2022-01-17,rcp45,15.67854746888451
17,2022-01-18,rcp45,15.644706662153851
18,2022-01-19,rcp45,15.628014495995544
19,2022-01-20,rcp45,15.610255417430736
20,2022-01-21,rcp45,15.590699822954043
21,2022-01-22,rcp45,15.576451005367131
22,2022-01-23,rcp45,15.556119876404708
23,2022-01-24,rcp45,15.523667642783222
24,2022-01-25,rcp45,15.483543067687593
25,2022-01-26,rcp45,15.445820114400462
26,2022-01-27,rcp45,15.454077643894005
27,2022-01-28,rcp45,15.43351926925742
28,2022-01-29,rcp45,15.383644326378432
29,2022-01-30,rcp45,15.310659241243158
30,2022-01-31,rcp45,15.277969628316834
31,2027-01-1,rcp45,15.028534416865714
32,2027-01-2,rcp45,14.928327129972264
33,2027-01-3,rcp45,14.818827520148517
34,2027-01-4,rcp45,14.76856976332212
35,2027-01-5,rcp45,14.778606672609714
36,2027-01-6,rcp45,14.85842905104891
37,2027-01-7,rcp45,14.933743449580062
38,2027-01-8,rcp45,14.956385532094952
39,2027-01-9,rcp45,14.982475358459597
40,2027-01-10,rcp45,14.987736150796676
41,2027-01-11,rcp45,14.981350445168339
42,2027-01-12,rcp45,14.941618010853423
43,2027-01-13,rcp45,14.872741507080262
44,2027-01-14,rcp45,14.825855155701612
45,2027-01-15,rcp45,14.79160874042976
46,2027-01-16,rcp45,14.746049040896816
47,2027-01-17,rcp45,14.659004385312928
48,2027-01-18,rcp45,14.58913182909917
49,2027-01-19,rcp45,14.532940678496209
50,2027-01-20,rcp45,14.494767745335489
51,2027-01-21,rcp45,14.489963254286577
