,date,rcp_scenario,temp
0,2022-01-1,rcp45,13.381227063782834
1,2022-01-2,rcp45,13.28508742878567
2,2022-01-3,rcp45,13.231964397899512
3,2022-01-4,rcp45,13.170482480155181
4,2022-01-5,rcp45,12.998454806400504
5,2022-01-6,rcp45,12.803493224555568
6,2022-01-7,rcp45,12.689220166139677
7,2022-01-8,rcp45,12.665863717846612
8,2022-01-9,rcp45,12.710836715811492
9,2022-01-10,rcp45,12.744035505813962
10,2022-01-11,rcp45,12.700975330374433
11,2022-01-12,rcp45,12.660010638311961
12,2022-01-13,rcp45,12.6536215159144
13,2022-01-14,rcp45,12.640351080214591
14,2022-01-15,rcp45,12.591070502180434
15,2022-01-16,rcp45,12.600598675037222
16,2022-01-17,rcp45,12.566676828695083
17,2022-01-18,rcp45,12.546400713214686
18,2022-01-19,rcp45,12.56368439120693
19,2022-01-20,rcp45,12.627529118301652
20,2022-01-21,rcp45,12.669110283695485
21,2022-01-22,rcp45,12.686938252348599
22,2022-01-23,rcp45,12.661445870749233
23,2022-01-24,rcp45,12.599886052210255
24,2022-01-25,rcp45,12.651210323776123
25,2022-01-26,rcp45,12.944016844676225
26,2022-01-27,rcp45,12.992267896315582
27,2022-01-28,rcp45,12.865668490410116
28,2022-01-29,rcp45,12.648809125375472
29,2022-01-30,rcp45,12.445090548017752
30,2022-01-31,rcp45,12.338485964615089
31,2027-01-1,rcp45,11.884915945447316
32,2027-01-2,rcp45,11.634499593406442
33,2027-01-3,rcp45,11.376508963522614
34,2027-01-4,rcp45,11.25499533672165
35,2027-01-5,rcp45,11.173295570368555
36,2027-01-6,rcp45,11.205099606483815
37,2027-01-7,rcp45,11.209128678716795
38,2027-01-8,rcp45,11.126234957279804
39,2027-01-9,rcp45,10.95374409418751
40,2027-01-10,rcp45,10.845202771135899
41,2027-01-11,rcp45,10.725192323973891
42,2027-01-12,rcp45,10.525977994676255
43,2027-01-13,rcp45,10.328729059401509
44,2027-01-14,rcp45,10.205259371147974
45,2027-01-15,rcp45,10.167651006167048
46,2027-01-16,rcp45,10.142018277725297
47,2027-01-17,rcp45,10.042734371898336
48,2027-01-18,rcp45,9.937674452559358
49,2027-01-19,rcp45,9.806045310855602
50,2027-01-20,rcp45,9.730775290414615
51,2027-01-21,rcp45,9.741956644539696
52,2027-01-22,rcp45,9.749437259454776
53,2027-01-23,rcp45,9.785447909164276
54,2027-01-24,rcp45,9.642362270739527
55,2027-01-25,rcp45,9.522427840480093
56,2027-01-26,rcp45,9.474350494168569
57,2027-01-27,rcp45,9.465125030450634
58,2027-01-28,rcp45,9.391023904205507
59,2027-01-29,rcp45,9.328063333295677
60,2027-01-30,rcp45,9.29333241758366
61,2027-01-31,rcp45,9.294787147517214
62,2032-01-1,rcp45,15.53035746665845
63,2032-01-2,rcp45,15.486487941318767
64,2032-01-3,rcp45,15.458633562103552
65,2032-01-4,rcp45,15.361185384168925
66,2032-01-5,rcp45,15.306020930038791
67,2032-01-6,rcp45,15.252808537138668
68,2032-01-7,rcp45,15.191671474394559
69,2032-01-8,rcp45,15.105907276369093
70,2032-01-9,rcp45,15.002773555087956
71,2032-01-10,rcp45,14.899896673687302
72,2032-01-11,rcp45,14.710664822049958
73,2032-01-12,rcp45,14.430356321666855
74,2032-01-13,rcp45,14.215000547029954
75,2032-01-14,rcp45,13.923647357635396
76,2032-01-15,rcp45,13.60500336488256
77,2032-01-16,rcp45,13.378000968175472
78,2032-01-17,rcp45,13.235818789884009
79,2032-01-18,rcp45,13.094437167864143
80,2032-01-19,rcp45,12.925173763127479
81,2032-01-20,rcp45,12.78949389712304
82,2032-01-21,rcp45,12.77260132456662
83,2032-01-22,rcp45,12.638249144662948
84,2032-01-23,rcp45,12.431004471435019
85,2032-01-24,rcp45,12.36196930433996
86,2032-01-25,rcp45,12.32783152575627
87,2032-01-26,rcp45,12.20916531284092
88,2032-01-27,rcp45,12.070512135536834
89,2032-01-28,rcp45,12.026788560171799
90,2032-01-29,rcp45,11.99546318212072
91,2032-01-30,rcp45,11.915996034925406
92,2032-01-31,rcp45,11.865430011263028
93,2037-01-1,rcp45,15.920300291262464
94,2037-01-2,rcp45,15.425890389477914
95,2037-01-3,rcp45,14.90699753333993
96,2037-01-4,rcp45,14.485623941319357
97,2037-01-5,rcp45,14.270979369004959
98,2037-01-6,rcp45,14.159764851221073
99,2037-01-7,rcp45,14.03729263122113
100,2037-01-8,rcp45,13.597126316286266
101,2037-01-9,rcp45,13.05861715226509
102,2037-01-10,rcp45,12.813023028732772
103,2037-01-11,rcp45,12.747179586829919
104,2037-01-12,rcp45,12.717374662371396
105,2037-01-13,rcp45,12.679743202578926
106,2037-01-14,rcp45,12.632178940813498
107,2037-01-15,rcp45,12.61015132983719
108,2037-01-16,rcp45,12.588639823610139
109,2037-01-17,rcp45,12.563210451749878
110,2037-01-18,rcp45,12.552044804462007
111,2037-01-19,rcp45,12.579161207092763
112,2037-01-20,rcp45,12.589890225624158
113,2037-01-21,rcp45,12.565818765834923
114,2037-01-22,rcp45,12.557528801328218
115,2037-01-23,rcp45,12.538625574632281
116,2037-01-24,rcp45,12.490030353555161
117,2037-01-25,rcp45,12.428483321826569
118,2037-01-26,rcp45,12.342180626201605
119,2037-01-27,rcp45,12.262602113222998
120,2037-01-28,rcp45,12.252143362760496
121,2037-01-29,rcp45,12.226910857458218
122,2037-01-30,rcp45,12.218469226104121
123,2037-01-31,rcp45,12.237229996336161
124,2042-01-1,rcp45,13.819459018666688
125,2042-01-2,rcp45,13.731033815991287
126,2042-01-3,rcp45,13.607117012168473
127,2042-01-4,rcp45,13.428840918060642
128,2042-01-5,rcp45,13.345760273158046
129,2042-01-6,rcp45,13.328087000204537
130,2042-01-7,rcp45,13.278724693520669
131,2042-01-8,rcp45,13.225306954095664
132,2042-01-9,rcp45,13.178130764091634
133,2042-01-10,rcp45,13.069629146212836
134,2042-01-11,rcp45,13.014598110805904
135,2042-01-12,rcp45,13.049745320922641
136,2042-01-13,rcp45,12.997571226615381
137,2042-01-14,rcp45,12.89070621533959
138,2042-01-15,rcp45,12.74179717962449
139,2042-01-16,rcp45,12.65680583988549
140,2042-01-17,rcp45,12.437243302347548
141,2042-01-18,rcp45,12.331789470526914
142,2042-01-19,rcp45,12.108792674753152
143,2042-01-20,rcp45,12.082550188149273
144,2042-01-21,rcp45,12.056923847924455
145,2042-01-22,rcp45,12.061263989303887
146,2042-01-23,rcp45,12.05488039715326
147,2042-01-24,rcp45,12.030621534136655
148,2042-01-25,rcp45,11.911068187828782
149,2042-01-26,rcp45,11.984679842302478
150,2042-01-27,rcp45,11.939120326713038
151,2042-01-28,rcp45,11.873822189350607
152,2042-01-29,rcp45,11.78469402679294
