,date,rcp_scenario,temp
0,2022-01-1,rcp45,15.87536349455587
1,2022-01-2,rcp45,15.549397690979129
2,2022-01-3,rcp45,15.536337072967848
3,2022-01-4,rcp45,15.572878819210946
4,2022-01-5,rcp45,15.75912413341526
5,2022-01-6,rcp45,15.816269997652038
6,2022-01-7,rcp45,15.450119405471796
7,2022-01-8,rcp45,14.789293260620708
8,2022-01-9,rcp45,14.768177909772222
9,2022-01-10,rcp45,14.85510598141618
10,2022-01-11,rcp45,14.810970260594258
11,2022-01-12,rcp45,14.75973462863392
12,2022-01-13,rcp45,14.717999686931497
13,2022-01-14,rcp45,14.67118770678537
14,2022-01-15,rcp45,14.615315557910742
15,2022-01-16,rcp45,14.591006656703984
16,2022-01-17,rcp45,14.501173275587655
17,2022-01-18,rcp45,14.481969798524394
18,2022-01-19,rcp45,14.497565401084437
19,2022-01-20,rcp45,14.46335134169012
20,2022-01-21,rcp45,14.331241227339495
21,2022-01-22,rcp45,14.299977104728942
22,2022-01-23,rcp45,14.345444925092547
23,2022-01-24,rcp45,14.629328466963617
24,2022-01-25,rcp45,14.913449553608082
25,2022-01-26,rcp45,15.084724043881774
26,2022-01-27,rcp45,15.161454791752922
27,2022-01-28,rcp45,15.207283110862186
28,2022-01-29,rcp45,15.103871917256678
29,2022-01-30,rcp45,14.740325792740485
30,2022-01-31,rcp45,14.45294926822386
31,2027-01-1,rcp45,13.360329227170226
32,2027-01-2,rcp45,13.165517501831102
33,2027-01-3,rcp45,13.220918934601356
34,2027-01-4,rcp45,13.19862078067607
35,2027-01-5,rcp45,13.10192413443007
36,2027-01-6,rcp45,13.078095439834005
37,2027-01-7,rcp45,13.260988455665444
38,2027-01-8,rcp45,13.63035276288407
39,2027-01-9,rcp45,14.026688282558599
40,2027-01-10,rcp45,14.021757137860888
41,2027-01-11,rcp45,14.167874349897911
42,2027-01-12,rcp45,14.165614111726505
43,2027-01-13,rcp45,13.413774886135048
44,2027-01-14,rcp45,13.350158800401434
45,2027-01-15,rcp45,13.252623028647976
46,2027-01-16,rcp45,13.094897715791282
47,2027-01-17,rcp45,12.612271248653125
48,2027-01-18,rcp45,12.470824854322485
49,2027-01-19,rcp45,12.303672095602403
50,2027-01-20,rcp45,12.149232400116802
51,2027-01-21,rcp45,12.053131208893147
52,2027-01-22,rcp45,11.961073795319194
53,2027-01-23,rcp45,11.839828850374685
54,2027-01-24,rcp45,11.624120137255947
55,2027-01-25,rcp45,11.475195607759543
56,2027-01-26,rcp45,11.411701708714036
57,2027-01-27,rcp45,11.519441953417799
58,2027-01-28,rcp45,11.505228996470194
59,2027-01-29,rcp45,11.439610769791958
60,2027-01-30,rcp45,11.506765437187799
61,2027-01-31,rcp45,11.678899253019623
62,2032-01-1,rcp45,16.046126778890734
63,2032-01-2,rcp45,15.77783314768851
64,2032-01-3,rcp45,15.835730595669233
65,2032-01-4,rcp45,16.08122706130549
66,2032-01-5,rcp45,15.900765999552661
67,2032-01-6,rcp45,15.72341517786705
68,2032-01-7,rcp45,15.65441512932638
69,2032-01-8,rcp45,15.78766954383534
70,2032-01-9,rcp45,15.993853821196486
71,2032-01-10,rcp45,16.1578045555801
72,2032-01-11,rcp45,16.23601394721147
73,2032-01-12,rcp45,16.29476606580619
74,2032-01-13,rcp45,15.701902146539528
75,2032-01-14,rcp45,15.721502292563095
76,2032-01-15,rcp45,15.468048052547125
77,2032-01-16,rcp45,15.17321207701404
78,2032-01-17,rcp45,14.92719875809548
79,2032-01-18,rcp45,14.717612893649719
80,2032-01-19,rcp45,14.495439071975674
81,2032-01-20,rcp45,14.321648889251058
82,2032-01-21,rcp45,14.216728411428372
83,2032-01-22,rcp45,13.721121383758069
