,date,temp
0,20100101,16.649681
1,20100102,16.581787
2,20100103,16.473156
3,20100104,16.2525
4,20100105,16.241037
5,20100106,16.266264
6,20100107,16.279675
7,20100108,16.250744
8,20100109,16.237152
9,20100110,16.209198
10,20100111,16.153675
11,20100112,16.089457
12,20100113,16.022572
13,20100114,15.966118
14,20100115,15.8787155
15,20100116,15.809073
16,20100117,15.77018
17,20100118,15.777217
18,20100119,15.741061
19,20100120,15.673011
20,20100121,15.598806
21,20100122,15.549446
22,20100123,15.550692
23,20100124,15.536398
24,20100125,15.484904
25,20100126,15.459053
26,20100127,15.400141
27,20100128,15.347833
28,20100129,15.330049
29,20100130,15.317407
30,20100131,15.301194
31,20100201,15.260439
32,20100202,15.204581
33,20100203,15.041449
34,20100204,14.961994
35,20100205,14.946009
36,20100206,14.931667
37,20100207,14.950991
38,20100208,14.9868355
39,20100209,15.005166
40,20100210,14.997901
41,20100211,14.98958
42,20100212,14.993795
43,20100213,14.916709
44,20100214,14.881225
45,20100215,14.857216
46,20100216,14.844171
47,20100217,14.881583
48,20100218,14.935804
49,20100219,14.947238
50,20100220,14.9556465
51,20100221,14.942074
52,20100222,14.910851
53,20100223,14.880071
54,20100224,14.902932
55,20100225,14.887237
56,20100226,14.868818
57,20100227,14.842412
58,20100228,14.780359
59,20100301,14.752735
60,20100302,14.754678
61,20100303,14.694063
62,20100304,14.765384
63,20100305,14.82289
64,20100306,14.796529
65,20100307,14.760529
66,20100308,14.709508
67,20100309,14.704248
68,20100310,14.667964
69,20100311,14.69133
70,20100312,14.721926
71,20100313,14.71415
72,20100314,14.652765
73,20100315,14.641948
74,20100316,14.656641
75,20100317,14.698571
76,20100318,14.73047
77,20100319,14.769943
78,20100320,14.824627
79,20100321,14.837533
80,20100322,14.833151
81,20100323,14.832058
82,20100324,14.828242
83,20100325,14.8585615
84,20100326,14.894749
85,20100327,14.924014
86,20100328,14.99402
87,20100329,14.981689
88,20100330,15.037184
89,20100331,15.104007
90,20100401,15.149827
91,20100402,15.156014
92,20100403,15.21423
93,20100404,15.22248
94,20100405,15.281851
95,20100406,15.610459
96,20100407,15.396034
97,20100408,15.3062525
98,20100409,15.367922
99,20100410,15.382055
100,20100411,15.45716
101,20100412,15.63658
102,20100413,15.771373
103,20100414,15.804958
104,20100415,15.816286
105,20100416,15.850448
106,20100417,16.008123
107,20100418,16.03239
108,20100419,16.236834
109,20100420,16.277628
110,20100421,16.308191
111,20100422,16.086271
112,20100423,16.186262
113,20100424,16.260506
114,20100425,16.548294
115,20100426,16.663116
116,20100427,16.536272
117,20100428,16.738022
118,20100429,16.94651
119,20100430,17.093914
120,20100501,17.20365
121,20100502,17.363655
122,20100503,17.500181
123,20100504,17.6215
124,20100505,17.78173
125,20100506,18.4054
126,20100507,18.483347
127,20100508,17.654318
128,20100509,18.330616
129,20100510,17.341719
130,20100511,16.878016
131,20100512,17.213747
132,20100513,17.469107
133,20100514,17.278023
134,20100515,18.206053
135,20100516,18.552303
136,20100517,18.502584
137,20100518,18.42472
138,20100519,17.229832
139,20100520,17.242739
140,20100521,18.182428
141,20100522,18.133192
142,20100523,18.121342
143,20100524,18.185057
144,20100525,18.16307
145,20100526,18.212725
146,20100527,18.34076
147,20100528,18.575918
148,20100529,18.588272
149,20100530,18.605568
150,20100531,18.528927
151,20100601,19.533371
152,20100602,18.277817
153,20100603,18.8997
154,20100604,19.105873
155,20100605,19.222515
156,20100606,19.086388
157,20100607,19.17307
158,20100608,19.338915
159,20100609,19.424543
160,20100610,19.33579
161,20100611,19.240158
162,20100612,19.338198
163,20100613,19.481749
164,20100614,19.55033
165,20100615,19.720716
166,20100616,19.83235
167,20100617,20.186522
168,20100618,19.610222
169,20100619,20.369654
170,20100620,21.519005
171,20100621,21.974714
172,20100622,22.87291
173,20100623,20.374918
174,20100624,18.142982
175,20100625,17.729939
176,20100626,17.879503
177,20100627,17.891562
178,20100628,17.819452
179,20100629,18.604784
180,20100630,18.689734
181,20100701,18.9498
182,20100702,19.203388
183,20100703,19.500202
184,20100704,19.852842
185,20100705,19.77743
186,20100706,19.78582
187,20100707,19.545221
188,20100708,19.297865
189,20100709,18.643253
190,20100710,19.566658
191,20100711,20.134203
192,20100712,19.912106
193,20100713,19.715565
194,20100714,19.707457
195,20100715,19.424534
196,20100716,19.521805
197,20100717,20.139769
198,20100718,20.652514
199,20100719,20.914846
200,20100720,20.859426
201,20100721,21.101114
202,20100722,21.015781
203,20100723,20.338575
204,20100724,20.394857
205,20100725,21.147839
206,20100726,19.502264
207,20100727,19.611137
208,20100728,19.810966
209,20100729,18.962454
210,20100730,19.3723
211,20100731,20.021229
212,20100801,19.949888
213,20100802,19.38993
214,20100803,20.05309
215,20100804,20.091238
216,20100805,20.049452
217,20100806,20.3374
218,20100807,20.61078
219,20100808,20.185238
220,20100809,19.65432
221,20100810,20.01957
222,20100811,20.702606
223,20100812,20.74861
224,20100813,21.023794
225,20100814,20.875313
226,20100815,21.04277
227,20100816,20.948324
228,20100817,21.091248
229,20100818,19.838978
230,20100819,19.65192
231,20100820,19.806942
232,20100821,20.422808
233,20100822,21.951258
234,20100823,22.109974
235,20100824,21.606861
236,20100825,22.14659
237,20100826,22.243391
238,20100827,22.834625
239,20100828,23.144411
240,20100829,24.003723
241,20100830,23.070158
242,20100831,23.113111
243,20100901,22.184479
244,20100902,20.167904
245,20100903,21.097374
246,20100904,22.093164
247,20100905,22.727856
248,20100906,22.538174
249,20100907,22.667301
250,20100908,22.905054
251,20100909,23.165415
252,20100910,23.162504
253,20100911,22.997911
254,20100912,23.265226
255,20100913,23.111221
256,20100914,23.054548
257,20100915,23.230217
258,20100916,23.406017
259,20100917,23.362309
260,20100918,23.583994
261,20100919,23.528072
262,20100920,24.00936
263,20100921,23.30382
264,20100922,23.374544
265,20100923,23.736828
266,20100924,23.86535
267,20100925,23.888924
268,20100926,23.801374
269,20100927,23.752344
270,20100928,23.713614
271,20100929,23.808914
272,20100930,23.637707
273,20101001,23.452414
274,20101002,23.382917
275,20101003,23.331945
276,20101004,23.386608
277,20101005,23.446766
278,20101006,23.457243
279,20101007,23.366034
280,20101008,23.093388
281,20101009,23.049006
282,20101010,22.93722
283,20101011,22.829956
284,20101012,22.73103
285,20101013,22.647512
286,20101014,22.630262
287,20101015,22.562765
288,20101016,22.487783
289,20101017,22.431189
290,20101018,22.359457
291,20101019,22.846529
292,20101020,22.86613
293,20101021,22.72667
294,20101022,22.580538
295,20101023,22.4224
296,20101024,22.303516
297,20101025,22.120352
298,20101026,22.045408
299,20101027,21.973616
300,20101028,21.85007
301,20101029,21.712048
302,20101030,21.604164
303,20101031,21.493105
304,20101101,21.39436
305,20101102,21.312588
306,20101103,21.318249
307,20101104,21.344093
308,20101105,21.291231
309,20101106,21.238377
310,20101107,21.217299
311,20101108,21.181173
312,20101109,21.116201
313,20101110,21.060024
314,20101111,21.01001
315,20101112,20.971563
316,20101113,20.915276
317,20101114,20.865427
318,20101115,20.84531
319,20101116,20.82333
320,20101117,20.749386
321,20101118,20.83967
322,20101119,20.822529
323,20101120,20.76055
324,20101121,20.670546
325,20101122,20.738794
326,20101123,20.678022
327,20101124,20.562326
328,20101125,20.356783
329,20101126,20.133574
330,20101127,20.038755
331,20101128,20.020044
332,20101129,19.966133
333,20101130,19.870716
334,20101201,19.860958
335,20101202,19.844751
336,20101203,19.829235
337,20101204,19.762249
338,20101205,19.639505
339,20101206,19.488373
340,20101207,19.413565
341,20101208,19.556522
342,20101209,19.533768
343,20101210,19.41746
344,20101211,18.917452
345,20101212,18.6724
346,20101213,18.589544
347,20101214,18.453241
348,20101215,18.223452
349,20101216,17.914846
350,20101217,17.6699
351,20101218,17.45474
352,20101219,17.44545
353,20101220,17.41314
354,20101221,17.457418
355,20101222,17.671124
356,20101223,17.667517
357,20101224,17.64156
358,20101225,17.574509
359,20101226,17.515293
360,20101227,17.476486
361,20101228,17.269472
362,20101229,17.194462
363,20101230,17.11915
364,20101231,17.032549
365,20110101,16.968086
366,20110102,16.884579
367,20110103,16.813978
368,20110104,16.773222
369,20110105,16.750895
370,20110106,16.741783
371,20110107,16.663115
372,20110108,16.726772
373,20110109,16.836826
374,20110110,16.886766
375,20110111,16.861965
376,20110112,16.804075
377,20110113,16.852596
378,20110114,16.894386
379,20110115,16.910734
380,20110116,16.90251
381,20110117,16.875246
382,20110118,16.868975
383,20110119,16.86095
384,20110120,16.839508
385,20110121,16.881277
386,20110122,16.895792
387,20110123,16.875685
388,20110124,16.818121
389,20110125,16.751055
390,20110126,16.630215
391,20110127,16.564215
392,20110128,16.474367
393,20110129,16.40909
394,20110130,16.371552
395,20110131,16.345276
396,20110201,16.303732
397,20110202,16.239166
398,20110203,16.174135
399,20110204,16.136293
400,20110205,16.101297
401,20110206,16.09663
402,20110207,16.089556
403,20110208,16.084028
404,20110209,16.078564
405,20110210,16.07152
406,20110211,16.061356
407,20110212,16.039438
408,20110213,16.018202
409,20110214,16.006838
410,20110215,16.004213
411,20110216,15.986271
412,20110217,15.967508
413,20110218,15.940227
414,20110219,15.924856
415,20110220,15.936837
416,20110221,15.910119
417,20110222,15.882887
418,20110223,15.892681
419,20110224,15.856206
420,20110225,15.851798
421,20110226,15.822834
422,20110227,15.799454
423,20110228,15.784672
424,20110301,15.749816
425,20110302,15.692077
426,20110303,15.638105
427,20110304,15.579408
428,20110305,15.538008
429,20110306,15.577472
430,20110307,15.577727
431,20110308,15.496234
432,20110309,15.471138
433,20110310,15.5132065
434,20110311,15.558683
435,20110312,15.600254
436,20110313,15.596735
437,20110314,15.626151
438,20110315,15.658146
439,20110316,15.70979
440,20110317,15.757197
441,20110318,15.77953
442,20110319,15.833404
443,20110320,15.8055725
444,20110321,15.763414
445,20110322,15.771862
446,20110323,15.764016
447,20110324,15.769935
448,20110325,15.724471
449,20110326,15.70249
450,20110327,15.633115
451,20110328,15.669992
452,20110329,15.713663
453,20110330,15.764411
454,20110331,15.758557
455,20110401,15.718319
456,20110402,15.713391
457,20110403,15.758676
458,20110404,15.820534
459,20110405,15.889602
460,20110406,15.940179
461,20110407,15.985126
462,20110408,16.019083
463,20110409,16.082401
464,20110410,16.207878
465,20110411,16.259193
466,20110412,16.20079
467,20110413,16.236938
468,20110414,16.1607
469,20110415,16.08236
470,20110416,16.089157
471,20110417,15.886305
472,20110418,15.800913
473,20110419,15.879553
474,20110420,15.944909
475,20110421,16.085604
476,20110422,16.16384
477,20110423,16.245543
478,20110424,16.295256
479,20110425,16.350006
480,20110426,16.298128
481,20110427,16.327694
482,20110428,16.419302
483,20110429,16.500418
484,20110430,16.52024
485,20110501,16.635149
486,20110502,16.870157
487,20110503,16.840864
488,20110504,16.922796
489,20110505,17.173061
490,20110506,16.996555
491,20110507,17.148266
492,20110508,17.320152
493,20110509,17.32249
494,20110510,17.09959
495,20110511,17.215525
496,20110512,17.349936
497,20110513,17.456215
498,20110514,17.474993
499,20110515,17.541044
500,20110516,17.958641
501,20110517,18.467213
502,20110518,18.064476
503,20110519,17.946575
504,20110520,17.95783
505,20110521,18.141901
506,20110522,18.16308
507,20110523,18.363848
508,20110524,18.160765
509,20110525,18.229626
510,20110526,18.532104
511,20110527,18.413435
512,20110528,18.663187
513,20110529,18.935717
514,20110530,18.898123
515,20110531,19.072174
516,20110601,19.224539
517,20110602,19.315184
518,20110603,19.051117
519,20110604,19.160702
520,20110605,19.378706
521,20110606,19.498848
522,20110607,19.78968
523,20110608,21.469038
524,20110609,21.653185
525,20110610,21.317972
526,20110611,19.441036
527,20110612,19.644567
528,20110613,19.477938
