,date,temp
0,20100101,18.387564
1,20100102,18.333393
2,20100103,18.27467
3,20100104,18.20315
4,20100105,18.135284
5,20100106,18.091705
6,20100107,18.058712
7,20100108,18.033886
8,20100109,18.011217
9,20100110,17.986534
10,20100111,17.930183
11,20100112,17.890165
12,20100113,17.853653
13,20100114,17.803387
14,20100115,17.74601
15,20100116,17.673756
16,20100117,17.56817
17,20100118,17.491533
18,20100119,17.404942
19,20100120,17.29015
20,20100121,17.200972
21,20100122,17.1066
22,20100123,17.041805
23,20100124,16.980433
24,20100125,16.912592
25,20100126,16.810137
26,20100127,16.73784
27,20100128,16.687489
28,20100129,16.658903
29,20100130,16.636917
30,20100131,16.610313
31,20100201,16.59958
32,20100202,16.568796
33,20100203,16.516289
34,20100204,16.499687
35,20100205,16.49396
36,20100206,16.461113
37,20100207,16.430922
38,20100208,16.415012
39,20100209,16.398388
40,20100210,16.38006
41,20100211,16.368118
42,20100212,16.367828
43,20100213,16.359146
44,20100214,16.345716
45,20100215,16.34094
46,20100216,16.328152
47,20100217,16.335648
48,20100218,16.345081
49,20100219,16.339985
50,20100220,16.337696
51,20100221,16.316004
52,20100222,16.293585
53,20100223,16.305601
54,20100224,16.29693
55,20100225,16.289856
56,20100226,16.272133
57,20100227,16.257223
58,20100228,16.23934
59,20100301,16.232492
60,20100302,16.24602
61,20100303,16.244768
62,20100304,16.236225
63,20100305,16.243988
64,20100306,16.243103
65,20100307,16.204351
66,20100308,16.146519
67,20100309,16.134811
68,20100310,16.109678
69,20100311,16.1053
70,20100312,16.103916
71,20100313,16.101812
72,20100314,16.067444
73,20100315,16.041327
74,20100316,16.038263
75,20100317,16.02967
76,20100318,16.022438
77,20100319,16.034428
78,20100320,16.054895
79,20100321,16.079403
80,20100322,16.096222
81,20100323,16.1285
82,20100324,16.135479
83,20100325,16.104347
84,20100326,16.076742
85,20100327,16.101624
86,20100328,16.139967
87,20100329,16.057272
88,20100330,16.090036
89,20100331,16.169678
90,20100401,16.20011
91,20100402,16.209326
92,20100403,16.263538
93,20100404,16.361067
94,20100405,16.397638
95,20100406,16.38717
96,20100407,16.349098
97,20100408,16.337555
98,20100409,16.346891
99,20100410,16.326866
100,20100411,16.263756
101,20100412,16.27398
102,20100413,16.315966
103,20100414,16.348644
104,20100415,16.40238
105,20100416,16.48852
106,20100417,16.574768
107,20100418,16.614782
108,20100419,16.698828
109,20100420,16.722202
110,20100421,16.663935
111,20100422,16.785492
112,20100423,17.003262
113,20100424,17.195799
114,20100425,17.144054
115,20100426,16.828693
116,20100427,16.488468
117,20100428,16.426
118,20100429,16.477459
119,20100430,16.503082
120,20100501,16.688885
121,20100502,17.173817
122,20100503,17.458988
123,20100504,17.498215
124,20100505,17.58065
125,20100506,17.745764
126,20100507,17.887802
127,20100508,17.953648
128,20100509,18.019487
129,20100510,18.333881
130,20100511,18.573385
131,20100512,18.742443
132,20100513,19.15965
133,20100514,19.045113
134,20100515,19.320278
135,20100516,19.004236
136,20100517,18.790636
137,20100518,18.244543
138,20100519,18.310837
139,20100520,18.802948
140,20100521,19.137777
141,20100522,18.878204
142,20100523,18.856865
143,20100524,18.947529
144,20100525,19.067383
145,20100526,19.275585
146,20100527,19.374903
147,20100528,19.356705
148,20100529,19.37812
149,20100530,19.649744
