,date,temp
0,20100101,14.583084
1,20100102,14.501858
2,20100103,14.509595
3,20100104,14.489304
4,20100105,14.483624
5,20100106,14.480554
6,20100107,14.405806
7,20100108,14.273728
8,20100109,14.104072
9,20100110,13.8913355
10,20100111,13.813764
11,20100112,13.745102
12,20100113,13.73466
13,20100114,13.781327
14,20100115,13.8230715
15,20100116,13.784793
16,20100117,13.826946
17,20100118,13.836742
18,20100119,13.841776
19,20100120,13.887855
20,20100121,13.872442
21,20100122,13.86316
22,20100123,13.866712
23,20100124,13.81721
24,20100125,13.751579
25,20100126,13.623017
26,20100127,13.464836
27,20100128,13.340024
28,20100129,13.329733
29,20100130,13.363012
30,20100131,13.441269
31,20100201,13.493616
32,20100202,13.490203
33,20100203,13.509351
34,20100204,13.53264
35,20100205,13.555806
36,20100206,13.665056
37,20100207,13.785986
38,20100208,13.859505
39,20100209,13.924311
40,20100210,13.854324
41,20100211,13.824829
42,20100212,13.696251
43,20100213,13.509506
44,20100214,13.357009
45,20100215,13.202847
46,20100216,13.197455
47,20100217,13.330034
48,20100218,13.588815
49,20100219,13.802545
50,20100220,13.91779
51,20100221,13.908149
52,20100222,13.987688
53,20100223,14.00344
54,20100224,13.983255
55,20100225,13.956116
56,20100226,13.979935
57,20100227,13.974526
58,20100228,13.967933
59,20100301,13.905065
60,20100302,13.907277
61,20100303,13.898925
62,20100304,13.87383
63,20100305,13.868684
64,20100306,13.831347
65,20100307,13.786842
66,20100308,13.667428
67,20100309,13.600246
68,20100310,13.583295
69,20100311,13.619128
70,20100312,13.54133
71,20100313,13.498294
72,20100314,13.553309
73,20100315,13.664621
74,20100316,13.862392
75,20100317,13.796623
76,20100318,13.780492
77,20100319,13.950899
78,20100320,13.971666
79,20100321,13.952636
80,20100322,14.012188
81,20100323,14.098981
82,20100324,14.128045
83,20100325,14.080311
84,20100326,13.936358
85,20100327,13.943623
86,20100328,13.949338
87,20100329,13.952271
88,20100330,13.87373
89,20100331,13.949491
90,20100401,13.964581
91,20100402,14.012602
92,20100403,13.990968
93,20100404,14.070025
94,20100405,14.264518
95,20100406,14.360707
96,20100407,14.458322
97,20100408,14.599055
98,20100409,14.7298
99,20100410,14.847997
100,20100411,15.002808
101,20100412,15.064585
102,20100413,15.165013
103,20100414,15.19204
104,20100415,15.130559
105,20100416,15.150116
106,20100417,15.172625
107,20100418,15.284653
108,20100419,15.3491125
109,20100420,15.370811
110,20100421,15.490216
111,20100422,15.584594
112,20100423,15.641578
113,20100424,15.694634
114,20100425,15.774958
115,20100426,15.92888
116,20100427,16.058945
117,20100428,16.109074
118,20100429,16.571484
119,20100430,16.434328
120,20100501,16.620413
121,20100502,16.727625
122,20100503,16.974623
123,20100504,16.810448
124,20100505,16.750727
125,20100506,16.629328
126,20100507,16.643654
127,20100508,16.688408
128,20100509,16.629185
129,20100510,16.625013
130,20100511,16.682459
131,20100512,16.609514
132,20100513,16.52766
133,20100514,16.551292
134,20100515,16.412828
135,20100516,16.592394
136,20100517,16.835827
137,20100518,16.835825
138,20100519,16.902128
139,20100520,17.240791
140,20100521,17.28586
141,20100522,17.958763
142,20100523,17.94541
143,20100524,18.013714
144,20100525,18.213694
145,20100526,18.112581
146,20100527,17.784832
147,20100528,18.154314
148,20100529,17.946087
149,20100530,17.982002
