,date,temp
0,20100101,16.530954
1,20100102,16.476301
2,20100103,16.426054
3,20100104,16.34137
4,20100105,16.289286
5,20100106,16.2728
6,20100107,16.257973
7,20100108,16.243626
8,20100109,16.228815
9,20100110,16.219767
10,20100111,16.223972
11,20100112,16.217194
12,20100113,16.229528
13,20100114,16.199675
14,20100115,16.151314
15,20100116,16.133745
16,20100117,16.077477
17,20100118,15.987281
18,20100119,15.910912
19,20100120,15.84243
20,20100121,15.802641
21,20100122,15.779914
22,20100123,15.666305
23,20100124,15.561215
24,20100125,15.459393
25,20100126,15.395752
26,20100127,15.355641
27,20100128,15.335324
28,20100129,15.327157
29,20100130,15.322966
30,20100131,15.316156
31,20100201,15.316174
32,20100202,15.302956
33,20100203,15.227121
34,20100204,15.214827
35,20100205,15.230987
36,20100206,15.222152
37,20100207,15.21735
38,20100208,15.376543
39,20100209,15.458123
40,20100210,15.471265
41,20100211,15.539686
42,20100212,15.604566
43,20100213,15.589231
44,20100214,15.5868635
45,20100215,15.591558
46,20100216,15.582675
47,20100217,15.597361
48,20100218,15.609709
49,20100219,15.608482
50,20100220,15.61095
51,20100221,15.586063
52,20100222,15.560131
53,20100223,15.536118
54,20100224,15.536301
55,20100225,15.548309
56,20100226,15.551235
57,20100227,15.534209
58,20100228,15.529939
59,20100301,15.510069
60,20100302,15.522626
61,20100303,15.53773
62,20100304,15.5196495
63,20100305,15.526495
64,20100306,15.503108
65,20100307,15.475047
66,20100308,15.44258
67,20100309,15.399164
68,20100310,15.363829
69,20100311,15.361719
70,20100312,15.337611
71,20100313,15.336023
72,20100314,15.320591
73,20100315,15.271495
74,20100316,15.261554
75,20100317,15.2734785
76,20100318,15.255942
77,20100319,15.273097
78,20100320,15.300123
79,20100321,15.31115
80,20100322,15.3225975
81,20100323,15.370958
82,20100324,15.354326
83,20100325,15.350159
84,20100326,15.3639555
85,20100327,15.36513
86,20100328,15.392479
87,20100329,15.425048
88,20100330,15.444574
89,20100331,15.418017
90,20100401,15.426332
91,20100402,15.492671
92,20100403,15.55328
93,20100404,15.678113
94,20100405,15.769522
95,20100406,15.754139
96,20100407,15.7316065
97,20100408,15.7390995
98,20100409,15.786083
99,20100410,15.763171
100,20100411,15.736657
101,20100412,15.733551
102,20100413,15.738233
103,20100414,15.762556
104,20100415,15.752011
105,20100416,15.754489
106,20100417,15.840768
107,20100418,15.999875
108,20100419,15.950965
109,20100420,15.965043
110,20100421,16.08578
111,20100422,16.09679
112,20100423,16.109837
113,20100424,16.145498
114,20100425,16.320484
115,20100426,16.458204
116,20100427,16.393938
117,20100428,16.340462
