,date,temp
0,20100101,14.814935
1,20100102,14.761648
2,20100103,14.662067
3,20100104,14.564076
4,20100105,14.454088
5,20100106,14.406769
6,20100107,14.386088
7,20100108,14.338264
8,20100109,14.25454
9,20100110,14.198233
10,20100111,14.149844
11,20100112,14.105571
12,20100113,14.055973
13,20100114,14.013801
14,20100115,13.980552
15,20100116,13.928109
16,20100117,13.903871
17,20100118,13.865951
18,20100119,13.8051405
19,20100120,13.7516365
20,20100121,13.704334
21,20100122,13.604112
22,20100123,13.5482645
23,20100124,13.547982
24,20100125,13.523111
25,20100126,13.467793
26,20100127,13.3985815
27,20100128,13.349383
28,20100129,13.304399
29,20100130,13.254166
30,20100131,13.188491
31,20100201,13.07949
32,20100202,12.981134
33,20100203,12.92378
34,20100204,12.878209
35,20100205,12.847658
36,20100206,12.7636795
37,20100207,12.733426
38,20100208,12.654764
39,20100209,12.599391
40,20100210,12.534002
41,20100211,12.504441
42,20100212,12.487823
43,20100213,12.435551
44,20100214,12.385935
45,20100215,12.364419
46,20100216,12.3431835
47,20100217,12.327403
48,20100218,12.338462
49,20100219,12.37588
50,20100220,12.408477
51,20100221,12.377175
52,20100222,12.380551
53,20100223,12.424366
54,20100224,12.478195
55,20100225,12.493492
56,20100226,12.527786
57,20100227,12.5565405
58,20100228,12.566255
59,20100301,12.647598
60,20100302,12.723274
61,20100303,12.678762
62,20100304,12.637711
63,20100305,12.614317
64,20100306,12.65559
65,20100307,12.675696
66,20100308,12.623412
67,20100309,12.584936
68,20100310,12.551146
69,20100311,12.5886545
70,20100312,12.534698
71,20100313,12.457455
72,20100314,12.42502
73,20100315,12.4139185
74,20100316,12.421664
75,20100317,12.44086
76,20100318,12.446514
77,20100319,12.44719
78,20100320,12.427268
79,20100321,12.427201
80,20100322,12.519156
81,20100323,12.621685
82,20100324,12.643171
83,20100325,12.790435
84,20100326,12.908117
85,20100327,12.87556
86,20100328,12.933171
87,20100329,12.978446
88,20100330,13.069539
89,20100331,13.113272
90,20100401,13.323267
91,20100402,13.358725
92,20100403,13.347459
93,20100404,13.418715
94,20100405,13.38905
95,20100406,13.366832
96,20100407,13.34205
97,20100408,13.387404
98,20100409,13.443347
99,20100410,13.478411
100,20100411,13.469429
101,20100412,13.491015
102,20100413,13.587969
103,20100414,13.695091
104,20100415,13.77907
105,20100416,13.838351
106,20100417,13.872892
107,20100418,13.957089
108,20100419,13.987823
109,20100420,13.8928585
110,20100421,13.891881
111,20100422,14.128482
112,20100423,14.695319
113,20100424,14.620777
114,20100425,14.615907
115,20100426,14.6077795
116,20100427,14.659313
117,20100428,14.66194
118,20100429,14.66662
119,20100430,14.859011
120,20100501,15.269022
121,20100502,16.05427
122,20100503,16.109737
123,20100504,15.987139
124,20100505,15.901417
125,20100506,15.877101
126,20100507,15.969797
127,20100508,16.207163
128,20100509,16.129068
129,20100510,16.2469
130,20100511,16.352175
131,20100512,16.408068
132,20100513,16.74275
133,20100514,16.810051
134,20100515,16.964462
135,20100516,16.844376
136,20100517,16.703259
137,20100518,16.7054
138,20100519,16.743885
139,20100520,16.678835
140,20100521,16.557158
141,20100522,16.532227
142,20100523,16.543943
143,20100524,16.829542
144,20100525,17.265736
145,20100526,17.77411
146,20100527,18.542652
147,20100528,18.677742
148,20100529,18.695011
149,20100530,18.834158
150,20100531,19.214157
151,20100601,18.335182
152,20100602,18.583279
153,20100603,18.788183
154,20100604,18.709711
155,20100605,18.47078
156,20100606,18.665686
157,20100607,18.883272
158,20100608,18.94149
159,20100609,19.023863
160,20100610,19.414473
161,20100611,20.557352
162,20100612,21.55684
163,20100613,21.640457
164,20100614,21.641306
165,20100615,21.614698
166,20100616,22.317347
167,20100617,22.199778
168,20100618,22.202402
169,20100619,21.848331
170,20100620,22.22812
171,20100621,22.475046
172,20100622,20.423407
173,20100623,18.443787
174,20100624,17.726034
175,20100625,17.700882
176,20100626,17.464987
177,20100627,17.004368
178,20100628,17.084326
179,20100629,17.159294
180,20100630,17.297504
181,20100701,17.74317
182,20100702,18.271818
183,20100703,18.37143
184,20100704,18.287884
185,20100705,18.27355
186,20100706,18.468925
187,20100707,17.993996
188,20100708,17.9467
189,20100709,17.376577
190,20100710,17.775885
191,20100711,17.907299
192,20100712,17.981892
193,20100713,18.407951
194,20100714,18.721243
195,20100715,18.38829
