,date,temp
0,20100101,16.599298
1,20100102,16.429214
2,20100103,16.227262
3,20100104,16.014536
4,20100105,15.96228
5,20100106,16.237532
6,20100107,16.313593
7,20100108,16.233091
8,20100109,16.20732
9,20100110,16.054081
10,20100111,15.80897
11,20100112,15.678675
12,20100113,15.459942
13,20100114,15.330153
14,20100115,15.1669235
15,20100116,14.9325905
16,20100117,14.771306
17,20100118,14.805542
18,20100119,14.7439165
19,20100120,14.6764965
20,20100121,14.562736
21,20100122,14.488798
22,20100123,14.449988
23,20100124,14.291291
24,20100125,14.204996
25,20100126,14.107495
26,20100127,13.94054
27,20100128,13.887283
28,20100129,14.048579
29,20100130,14.074324
30,20100131,14.31547
31,20100201,14.301145
32,20100202,14.157595
33,20100203,13.976399
34,20100204,13.887421
35,20100205,13.981391
36,20100206,14.452042
37,20100207,14.689451
38,20100208,14.637411
39,20100209,14.4455805
40,20100210,14.490884
41,20100211,14.677514
42,20100212,14.5890665
43,20100213,14.480588
44,20100214,14.3927555
45,20100215,14.315045
46,20100216,14.2764
47,20100217,14.228535
48,20100218,14.357768
49,20100219,14.461
50,20100220,14.712915
51,20100221,14.675013
52,20100222,14.545628
53,20100223,14.548125
54,20100224,14.589878
55,20100225,14.588404
56,20100226,14.499081
57,20100227,14.525056
58,20100228,14.411681
59,20100301,14.421332
60,20100302,14.514956
61,20100303,14.50433
62,20100304,14.553403
63,20100305,14.554
64,20100306,14.531656
65,20100307,14.400854
66,20100308,14.164655
67,20100309,14.10301
68,20100310,14.125285
69,20100311,14.13038
70,20100312,14.164736
71,20100313,14.1082945
72,20100314,14.028534
73,20100315,13.985822
74,20100316,14.029312
75,20100317,14.116527
76,20100318,14.1571245
77,20100319,14.24872
78,20100320,14.366187
79,20100321,14.504238
80,20100322,14.536814
81,20100323,14.4887
82,20100324,14.530808
83,20100325,14.603577
84,20100326,14.730711
85,20100327,14.856812
86,20100328,14.953274
87,20100329,14.947578
88,20100330,15.137101
89,20100331,15.149351
90,20100401,15.204842
91,20100402,15.417803
92,20100403,15.575666
93,20100404,15.61848
94,20100405,15.717516
95,20100406,15.722094
96,20100407,15.4905405
97,20100408,15.607117
98,20100409,15.765453
99,20100410,15.913445
100,20100411,16.007967
101,20100412,15.928479
102,20100413,15.882349
103,20100414,15.860637
104,20100415,15.90312
105,20100416,16.041967
106,20100417,16.27531
107,20100418,16.385462
108,20100419,16.421165
109,20100420,16.499477
110,20100421,16.16474
111,20100422,16.238962
112,20100423,16.3528
113,20100424,16.53261
114,20100425,16.73707
115,20100426,16.799362
116,20100427,16.99454
117,20100428,17.201311
118,20100429,17.275677
119,20100430,17.35663
